Accident_ID,Accident_Severity,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Time,Age_of_Vehicle,Number_of_Vehicles,Number_of_Casualties,Vehicle_Type,Vehicle_Manoeuvre,Sex_of_Driver,Age_Band_of_Driver,Driver_Home_Area_Type,Junction_Control,Carriageway_Hazards,Skidding_and_Overturning,Hit_Object_in_Carriageway,latitude,longitude
ACC00677,2,82.5262047156223,Daylight,Fine,Dry,Rural,Evening,23,5,1,Truck,Slowing or stopping,Female,46-55,Rural area,Give way,,Skidded,Central island,52.070802296241,-0.219196161514997
ACC00678,1,-15.0920763283443,Daylight,Fine,Dry,Urban,Morning,15,2,1,Car,Turning right,Male,26-35,Urban area,Auto traffic signal,,,,51.2606973852973,0.0638364332561003
ACC00679,3,67.4150956951947,Daylight,Fog,Wet,Rural,Early Morning,13,2,2,Bus,Overtaking,Male,65+,Rural area,Not at junction,Parked vehicle,Overturned,Kerb,51.6914027006521,0.287970141292821
ACC00680,2,44.158487003133,Daylight,Snow,Wet,Urban,Night,5,1,2,Car,Slowing or stopping,Male,36-45,Urban area,Give way,Previous accident,,Central island,51.0449726593167,0.113266324948737
ACC00681,3,50.365159334664,Daylight,Rain,Wet,Rural,Night,39,5,3,Bus,Slowing or stopping,Female,46-55,Rural area,Uncontrolled,Previous accident,Skidded,Kerb,52.2510358324823,-0.536121574711453
ACC00682,1,37.3025958501913,Daylight,Fine,Dry,Urban,Early Morning,13,1,5,Truck,Overtaking,Female,26-35,Urban area,Auto traffic signal,Pedestrian in carriageway,Overturned,,51.0930947859975,-0.149104621334083
ACC00683,3,45.9950133765981,Darkness - lights unlit,Rain,Wet,Urban,Night,11,3,3,Motorcycle,Overtaking,Female,56-65,Rural area,Uncontrolled,Previous accident,Skidded,Kerb,52.5915318903629,-0.21124985334446
ACC00684,2,41.555865020575,Darkness,Fog,Dry,Urban,Evening,14,2,1,Motorcycle,Turning right,Female,36-45,Rural area,Give way,Previous accident,,,51.0753022326949,0.386763215209522
ACC00685,3,56.578256031939,Darkness,Fog,Wet,Rural,Night,11,1,1,Motorcycle,Turning right,Female,56-65,Rural area,Auto traffic signal,Previous accident,Overturned,Kerb,52.340925713749,-0.224536426091537
ACC00686,3,61.3859885338738,Darkness,Rain,Dry,Rural,Night,4,1,3,Truck,Slowing or stopping,Male,56-65,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Other object,51.2850568101009,0.104376368194481
ACC00687,3,77.9346112535174,Darkness,Fog,Icy,Rural,Early Morning,14,1,2,Truck,Turning right,Female,65+,Urban area,Not at junction,Pedestrian in carriageway,Overturned,Other object,52.6375731390222,-0.0231300421016737
ACC00688,1,41.122103764088,Daylight,Fine,Dry,Urban,Afternoon,1,1,3,Car,Turning right,Male,46-55,Urban area,Auto traffic signal,Parked vehicle,Overturned,,51.6741227299462,0.494352948886744
ACC00689,3,79.4674889877317,Darkness,Fine,Icy,Rural,Early Morning,11,6,4,Truck,Turning right,Female,56-65,Rural area,Uncontrolled,Previous accident,Overturned,Central island,51.8432247269343,-0.0567357619628275
ACC00690,1,65.1500976354355,Daylight,Fine,Dry,Urban,Morning,3,2,1,Motorcycle,Turning right,Male,65+,Urban area,Auto traffic signal,,,Kerb,51.4907793525102,0.396757580242343
ACC00691,2,31.4735961852989,Darkness,Rain,Wet,Rural,Evening,5,4,4,Truck,Turning right,Female,46-55,Urban area,Uncontrolled,,,Central island,52.5306392379909,-0.167911511352207
ACC00692,3,112.333572625477,Darkness,Rain,Icy,Rural,Early Morning,22,3,6,Bus,Overtaking,Female,56-65,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Other object,51.360946607789,-0.468459682558659
ACC00693,2,33.8734114376182,Darkness,Fine,Wet,Rural,Evening,12,3,1,Bus,Turning right,Female,36-45,Urban area,Give way,,,Central island,51.3692969068071,-0.582459744901358
ACC00694,2,76.3527455325637,Darkness - lights unlit,Snow,Wet,Urban,Night,5,5,1,Truck,Turning right,Male,46-55,Urban area,Uncontrolled,Parked vehicle,Skidded,Central island,52.3473981720571,0.153947285344353
ACC00695,1,39.4239836060024,Daylight,Mist,Icy,Urban,Morning,5,4,1,Motorcycle,Turning right,Female,26-35,Urban area,Auto traffic signal,,,,51.377352675286,0.430504708236401
ACC00696,3,86.8069989670365,Darkness,Rain,Wet,Urban,Early Morning,31,5,6,Truck,Turning right,Male,46-55,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Kerb,51.6688452174982,0.0895690161343968
ACC00697,3,51.4618262576591,Darkness - lights unlit,Rain,Icy,Rural,Night,11,2,5,Motorcycle,Turning right,Female,46-55,Urban area,Give way,Previous accident,Skidded,Other object,51.7270023318766,-0.275122456710489
ACC00698,3,86.788683331819,Darkness,Fog,Icy,Rural,Early Morning,1,2,3,Truck,Turning right,Female,26-35,Rural area,Uncontrolled,Previous accident,Skidded,Other object,52.2250659110943,-0.489777211678955
ACC00699,2,53.0204475640215,Daylight,Rain,Snow,Urban,Evening,1,2,1,Motorcycle,Turning right,Female,46-55,Rural area,Uncontrolled,,,Central island,51.727854051387,0.218159023159342
ACC00700,3,55.7271950634753,Darkness,Snow,Icy,Rural,Afternoon,21,2,2,Truck,Overtaking,Female,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Overturned,Kerb,52.1008624822761,-0.452678069827341
ACC00701,1,33.1245579961805,Daylight,Fine,Wet,Urban,Morning,15,4,1,Motorcycle,Going ahead,Male,26-35,Urban area,Auto traffic signal,,Overturned,,51.1652000394103,-0.559661430373103
ACC00702,2,11.1162662822664,Darkness,Rain,Wet,Rural,Night,15,4,1,Motorcycle,Slowing or stopping,Female,36-45,Urban area,Uncontrolled,Previous accident,,Central island,51.3841632539138,-0.291708169808129
ACC00703,3,78.6009715059029,Darkness - lights unlit,Snow,Wet,Rural,Early Morning,27,2,5,Bus,Overtaking,Female,65+,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Kerb,52.5311137531615,0.420046454982635
ACC00704,3,86.8120271603373,Darkness,Fine,Wet,Rural,Night,1,4,2,Motorcycle,Overtaking,Male,56-65,Urban area,Uncontrolled,Previous accident,Skidded,Other object,52.3681175166214,-0.525754130170847
ACC00705,3,45.3474460579635,Darkness,Snow,Wet,Rural,Early Morning,4,1,4,Bus,Turning right,Male,56-65,Urban area,Auto traffic signal,Previous accident,Skidded,Kerb,52.1448410325486,0.11027300333134
ACC00706,3,103.429800925299,Street lights,Rain,Wet,Urban,Early Morning,7,4,1,Bus,Turning right,Male,46-55,Rural area,Uncontrolled,Previous accident,Overturned,Kerb,52.531378905607,-0.375685191649256
ACC00707,3,67.9512260674357,Darkness,Rain,Icy,Rural,Early Morning,18,1,1,Truck,Overtaking,Male,65+,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Other object,51.6021061135568,-0.0302957630213298
ACC00708,1,15.3542965646309,Daylight,Fog,Dry,Urban,Morning,3,4,3,Car,Going ahead,Male,36-45,Urban area,Give way,,,,51.8016795205353,-0.322534877809302
ACC00709,3,83.974128475709,Darkness,Rain,Wet,Rural,Early Morning,1,2,3,Bus,Turning right,Male,56-65,Rural area,Not at junction,Previous accident,Skidded,Other object,51.9464852413527,-0.386241782775525
ACC00710,2,29.5591870322637,Darkness,Rain,Dry,Urban,Night,14,1,4,Motorcycle,Turning right,Male,65+,Rural area,Give way,Parked vehicle,,,51.117185593611,-0.242921033457375
ACC00711,3,86.1392842726428,Darkness - lights unlit,Rain,Icy,Rural,Night,31,2,2,Motorcycle,Overtaking,Male,65+,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,52.5852252255033,-0.292984724906489
ACC00712,2,26.4748650410911,Darkness,Rain,Wet,Urban,Night,34,3,1,Car,Turning right,Female,36-45,Rural area,Give way,,Skidded,Central island,52.6964040039884,0.286522302775412
ACC00713,2,25.5614969960265,Daylight,Fine,Dry,Urban,Evening,16,1,2,Car,Overtaking,Female,36-45,Urban area,Auto traffic signal,Parked vehicle,Overturned,Central island,52.1059771448859,0.136944099103388
ACC00714,2,28.2515537226021,Darkness,Rain,Snow,Urban,Evening,13,4,4,Motorcycle,Turning right,Female,36-45,Rural area,Uncontrolled,Previous accident,,Central island,52.5024216789546,0.384013803165121
ACC00715,2,29.1191112080708,Darkness,Rain,Wet,Urban,Early Morning,1,3,1,Motorcycle,Turning right,Male,36-45,Urban area,Give way,,,Central island,51.1211295650463,0.294466321086262
ACC00716,2,25.2653622551279,Daylight,Fine,Wet,Urban,Evening,1,2,6,Motorcycle,Turning right,Male,36-45,Rural area,Give way,,Skidded,Central island,51.0206336791358,-0.252032699892593
ACC00717,2,20.2629843262688,Daylight,Rain,Wet,Rural,Evening,26,4,2,Truck,Overtaking,Female,46-55,Urban area,Uncontrolled,,Skidded,,52.1813080458724,0.44536901333523
ACC00718,1,29.3533842463882,Daylight,Fine,Wet,Urban,Morning,9,1,5,Van,Turning right,Female,36-45,Urban area,Give way,Parked vehicle,,,51.6783045965792,-0.469830189984274
ACC00719,2,30.6184532942491,Darkness,Fine,Wet,Urban,Night,20,5,6,Bus,Turning right,Female,36-45,Rural area,Auto traffic signal,Parked vehicle,,Kerb,51.4826595794295,0.467323106023628
ACC00720,2,68.6840584750599,Daylight,Rain,Dry,Rural,Early Morning,9,3,1,Car,Slowing or stopping,Male,36-45,Urban area,Auto traffic signal,,,,52.0302568692846,0.393646134322804
ACC00721,3,78.66721381819,Darkness,Snow,Icy,Rural,Early Morning,39,4,1,Truck,Overtaking,Male,65+,Urban area,Not at junction,Parked vehicle,Skidded,Kerb,52.6483545800254,0.42237544620161
ACC00722,3,68.2387042431764,Daylight,Snow,Snow,Rural,Night,21,2,4,Motorcycle,Overtaking,Female,46-55,Urban area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.1321488799219,0.268276696756619
ACC00723,3,75.2999438785584,Darkness,Mist,Wet,Rural,Early Morning,9,6,1,Motorcycle,Overtaking,Female,65+,Urban area,Not at junction,Pedestrian in carriageway,Skidded,Kerb,51.6974012276889,-0.214886075667963
ACC00724,1,28.0931991554673,Daylight,Fine,Wet,Urban,Morning,1,1,1,Motorcycle,Turning right,Female,36-45,Urban area,Give way,,,,51.3889568813358,-0.0703254133361949
ACC00725,2,24.1179602909922,Daylight,Rain,Wet,Urban,Evening,1,2,1,Truck,Slowing or stopping,Male,36-45,Rural area,Auto traffic signal,,Skidded,Central island,51.098061583792,-0.0031727762511253
ACC00726,1,-12.1139956094066,Daylight,Mist,Icy,Urban,Morning,1,6,1,Van,Going ahead,Female,36-45,Urban area,Uncontrolled,Pedestrian in carriageway,Overturned,,51.8169971814553,-0.201961597474347
ACC00727,1,49.7764954344497,Street lights,Fine,Dry,Urban,Afternoon,2,2,1,Van,Going ahead,Male,26-35,Urban area,Auto traffic signal,,,,51.9688124642812,-0.240375222028113
ACC00728,1,-4.5139694773994,Daylight,Fine,Dry,Urban,Morning,22,1,5,Car,Turning right,Female,26-35,Urban area,Give way,Parked vehicle,,,51.2659429725409,0.116356274745641
ACC00729,1,-10.1726495503231,Daylight,Fine,Dry,Urban,Night,7,3,1,Truck,Turning right,Male,36-45,Urban area,Give way,Previous accident,,,51.5530615622976,-0.575664093318103
ACC00730,2,40.0921658584609,Darkness,Rain,Wet,Rural,Evening,23,2,1,Motorcycle,Turning right,Male,46-55,Rural area,Give way,,Skidded,Central island,52.6306289269795,0.119974495912036
ACC00731,2,39.6546650742213,Darkness,Rain,Dry,Urban,Night,9,1,3,Car,Slowing or stopping,Male,46-55,Urban area,Give way,,Skidded,Central island,52.1351852428375,0.423279751983562
ACC00732,3,99.1835269535217,Darkness,Rain,Icy,Rural,Night,6,1,2,Van,Overtaking,Male,46-55,Urban area,Uncontrolled,Previous accident,Skidded,Other object,51.7109484007457,-0.167008447367294
ACC00733,2,27.116845635582,Daylight,Rain,Wet,Rural,Morning,11,1,1,Car,Turning right,Male,36-45,Urban area,Give way,Parked vehicle,Skidded,,52.1886284365683,-0.509578251569873
ACC00734,3,75.3885127833269,Darkness,Rain,Dry,Rural,Early Morning,3,1,3,Motorcycle,Turning right,Male,65+,Urban area,Uncontrolled,Pedestrian in carriageway,Overturned,Other object,51.8520108403168,0.39901817340382
ACC00735,2,46.4711273655168,Darkness,Fog,Wet,Rural,Night,3,6,2,Car,Slowing or stopping,Male,36-45,Urban area,Uncontrolled,Previous accident,Skidded,,52.0980881141616,-0.305928681347169
ACC00736,3,70.9843286069993,Darkness,Snow,Icy,Rural,Night,31,4,6,Truck,Overtaking,Female,56-65,Rural area,Not at junction,Previous accident,Overturned,Kerb,52.3107496069869,-0.330890853968473
ACC00737,2,43.3988374983519,Darkness - lights unlit,Fine,Icy,Rural,Evening,11,2,1,Car,Turning right,Male,46-55,Rural area,Give way,Pedestrian in carriageway,Skidded,Central island,51.8258329944039,-0.43369878872902
ACC00738,3,70.0805449432322,Darkness,Rain,Wet,Rural,Night,8,1,3,Bus,Overtaking,Female,56-65,Rural area,Uncontrolled,Previous accident,Overturned,Kerb,52.1141122037102,-0.33102092539527
ACC00739,1,44.2994548533597,Daylight,Fine,Dry,Urban,Morning,9,1,3,Truck,Going ahead,Male,26-35,Urban area,Give way,,Overturned,,52.3869163124841,0.312215479248431
ACC00740,1,25.8699928143381,Daylight,Fine,Dry,Urban,Afternoon,1,4,1,Van,Overtaking,Female,26-35,Urban area,Give way,,,,52.3519544301618,0.29956386284264
ACC00741,3,48.229016900572,Darkness,Snow,Wet,Rural,Early Morning,1,1,2,Motorcycle,Overtaking,Male,56-65,Urban area,Not at junction,Previous accident,Overturned,Kerb,52.5522499026883,-0.321502403909814
ACC00742,3,61.5132671302468,Darkness - lights unlit,Snow,Icy,Urban,Afternoon,28,9,2,Truck,Overtaking,Male,56-65,Rural area,Uncontrolled,Pedestrian in carriageway,Skidded,Kerb,51.3014278252271,-0.0339490646866885
ACC00743,1,42.0530151847051,Daylight,Mist,Wet,Urban,Afternoon,9,1,1,Motorcycle,Going ahead,Female,36-45,Urban area,Give way,,,,52.1179419169106,0.0947162421017726
ACC00744,2,48.9669520298022,Darkness,Rain,Wet,Urban,Evening,3,3,1,Motorcycle,Turning right,Male,36-45,Urban area,Give way,Parked vehicle,,,51.422533828277,-0.215078612851452
ACC00745,1,37.9656515632925,Daylight,Fine,Dry,Urban,Early Morning,1,2,1,Van,Going ahead,Male,36-45,Urban area,Auto traffic signal,,,,51.8374507597879,-0.531479022056931
ACC00746,2,12.3410829061192,Daylight,Rain,Wet,Rural,Night,7,3,4,Motorcycle,Turning right,Female,65+,Urban area,Give way,Previous accident,,Central island,51.3073191232292,0.0401309353934367
ACC00747,2,70.6818324386794,Daylight,Fine,Icy,Urban,Night,15,1,2,Car,Turning right,Male,36-45,Rural area,Uncontrolled,Parked vehicle,,Central island,52.0439104740366,0.0313398544207363
ACC00748,2,2.64723351420301,Darkness,Fine,Dry,Urban,Afternoon,1,4,1,Truck,Slowing or stopping,Female,36-45,Urban area,Auto traffic signal,Previous accident,,,51.6533763475295,-0.0007424230928902
ACC00749,1,27.6369546343634,Daylight,Fine,Dry,Urban,Morning,4,4,3,Car,Going ahead,Male,36-45,Urban area,Give way,,,,51.1504372534883,-0.456905135856305
ACC00750,1,24.2331174751936,Daylight,Fine,Dry,Urban,Evening,23,4,1,Van,Going ahead,Female,26-35,Rural area,Auto traffic signal,,,,51.9438413797191,0.0108999060313944
ACC00751,2,35.9350360340387,Darkness,Rain,Wet,Urban,Night,14,3,1,Motorcycle,Turning right,Male,36-45,Rural area,Auto traffic signal,,Skidded,Central island,52.5244773198422,0.336706228754304
ACC00752,3,66.8392302678381,Darkness,Fog,Icy,Rural,Early Morning,19,1,2,Bus,Overtaking,Male,65+,Rural area,Uncontrolled,Pedestrian in carriageway,Overturned,Kerb,52.213677511915,0.0490081436338715
ACC00753,2,43.1868192991558,Daylight,Snow,Dry,Rural,Night,2,2,1,Motorcycle,Slowing or stopping,Male,36-45,Rural area,Uncontrolled,Previous accident,,Central island,51.7671552521312,0.367743631700522
ACC00754,1,34.0761024272757,Daylight,Fine,Dry,Urban,Afternoon,1,2,1,Car,Going ahead,Female,26-35,Urban area,Uncontrolled,,,,51.3801129254831,0.115965105951914
ACC00755,1,64.4692776422155,Street lights,Mist,Wet,Urban,Afternoon,1,1,1,Van,Turning right,Female,36-45,Urban area,Give way,,,Kerb,51.0414813286461,-0.313684456677397
ACC00756,2,43.891582940329,Daylight,Fine,Wet,Rural,Night,22,3,1,Van,Slowing or stopping,Female,36-45,Urban area,Give way,Previous accident,,Central island,52.6654759689409,-0.235358499419629
ACC00757,1,13.3749115546982,Daylight,Fine,Wet,Urban,Morning,3,6,3,Motorcycle,Turning right,Male,36-45,Rural area,Auto traffic signal,,,,52.5563301058997,0.0830214242262743
ACC00758,1,35.3035941108483,Daylight,Fine,Dry,Urban,Morning,1,2,1,Van,Turning right,Female,26-35,Urban area,Auto traffic signal,Parked vehicle,Overturned,,52.6061017408001,-0.40912303351484
ACC00759,3,37.8953160669508,Darkness,Rain,Wet,Rural,Night,12,3,6,Truck,Turning right,Female,36-45,Urban area,Uncontrolled,Previous accident,Overturned,Other object,52.3006060761096,-0.428436170180409
ACC00760,3,53.0950346695738,Darkness,Snow,Wet,Rural,Early Morning,4,1,1,Motorcycle,Overtaking,Female,65+,Urban area,Not at junction,Previous accident,Skidded,Other object,51.4980203908547,-0.0899967055437006
ACC00761,3,28.978719199633,Darkness - lights unlit,Rain,Wet,Rural,Early Morning,27,4,8,Truck,Turning right,Female,36-45,Rural area,Not at junction,Pedestrian in carriageway,Skidded,Kerb,51.6609715313528,0.385850398688162
ACC00762,3,43.2855768794102,Darkness - lights unlit,Fog,Icy,Urban,Early Morning,8,2,3,Truck,Turning right,Female,46-55,Rural area,Not at junction,Previous accident,Overturned,Kerb,52.2319335084342,0.24745538555415
ACC00763,3,26.2506187757392,Darkness,Rain,Icy,Rural,Night,12,2,4,Motorcycle,Turning right,Male,65+,Rural area,Uncontrolled,Previous accident,Overturned,Other object,52.0277640133607,0.466932860743806
ACC00764,3,84.1703105449467,Darkness,Rain,Wet,Urban,Early Morning,18,4,1,Bus,Turning right,Male,56-65,Rural area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.1683945725249,0.296773277886727
ACC00765,2,42.2218638612342,Darkness,Mist,Dry,Rural,Night,4,1,1,Car,Turning right,Male,36-45,Urban area,Give way,Previous accident,Skidded,,51.0594980301488,0.168458115399743
ACC00766,3,97.6063421368835,Darkness,Rain,Snow,Rural,Early Morning,20,4,4,Motorcycle,Turning right,Female,46-55,Rural area,Not at junction,Previous accident,Overturned,Kerb,52.4205136076624,0.0578714267727528
ACC00767,1,52.2112455066253,Daylight,Rain,Dry,Urban,Afternoon,1,3,1,Car,Turning right,Male,26-35,Urban area,Uncontrolled,,,,52.6777077922209,-0.420013796689164
ACC00768,1,54.1840509615276,Daylight,Fine,Dry,Urban,Afternoon,3,1,1,Car,Going ahead,Female,36-45,Urban area,Give way,,,,51.61001182301,-0.040803398392092
ACC00769,2,37.2063944554291,Daylight,Snow,Snow,Rural,Evening,6,5,1,Motorcycle,Slowing or stopping,Male,36-45,Urban area,Auto traffic signal,Parked vehicle,,Kerb,52.2143405500376,-0.33334249620065
ACC00770,3,79.8006315265849,Darkness,Rain,Icy,Rural,Night,36,1,6,Bus,Overtaking,Male,56-65,Rural area,Give way,Previous accident,Skidded,Other object,51.406350801337,-0.0927103889590322
ACC00771,3,52.0717985585349,Darkness,Fog,Snow,Urban,Night,39,4,5,Motorcycle,Overtaking,Male,56-65,Urban area,Uncontrolled,Previous accident,Overturned,Kerb,51.1632636297018,0.113271763005976
ACC00772,1,9.35263287546762,Daylight,Fine,Dry,Urban,Afternoon,10,2,1,Motorcycle,Turning right,Male,36-45,Urban area,Give way,,,,52.4362880286481,0.419737999275937
ACC00773,1,40.2802041593976,Daylight,Fine,Dry,Urban,Early Morning,6,1,1,Motorcycle,Turning right,Female,26-35,Urban area,Auto traffic signal,,,,51.1236971108191,0.001367153985477
ACC00774,3,25.2167961077787,Darkness,Rain,Icy,Rural,Evening,26,6,4,Motorcycle,Turning right,Female,56-65,Urban area,Not at junction,Pedestrian in carriageway,Overturned,Kerb,51.3029719020106,-0.108036760503426
ACC00775,2,19.8700903509068,Daylight,Mist,Wet,Rural,Evening,22,1,4,Motorcycle,Overtaking,Male,46-55,Rural area,Uncontrolled,,,,51.7984022058846,0.268902870245086
ACC00776,2,55.8590140769269,Darkness,Fine,Dry,Urban,Night,2,1,1,Truck,Going ahead,Female,46-55,Urban area,Auto traffic signal,Parked vehicle,,Central island,51.4259711954177,-0.0598506960503849
ACC00777,1,10.1962742887354,Darkness,Fine,Snow,Urban,Afternoon,1,1,1,Bus,Turning right,Male,36-45,Urban area,Give way,,,,51.0086046925386,0.0365429494296328
ACC00778,1,15.2750256838752,Daylight,Fine,Wet,Urban,Afternoon,1,1,1,Van,Going ahead,Female,26-35,Urban area,Give way,Pedestrian in carriageway,,,51.137778567043,0.0607161732031915
ACC00779,1,22.3109648440757,Daylight,Fine,Dry,Urban,Morning,4,1,1,Van,Going ahead,Male,36-45,Urban area,Auto traffic signal,Previous accident,,,52.0028600676529,0.0815467503876126
ACC00780,1,44.9608161053975,Daylight,Fine,Dry,Urban,Afternoon,1,4,1,Motorcycle,Going ahead,Male,36-45,Urban area,Auto traffic signal,Parked vehicle,Skidded,,52.6365023049525,0.158479426134717
ACC00781,1,37.2194764188206,Daylight,Fine,Dry,Urban,Evening,1,4,1,Car,Going ahead,Female,56-65,Urban area,Give way,Previous accident,,,51.4736035763543,-0.142230602002262
